,feature,corr,p-value,q-value
LGALS3BP,LGALS3BP,-0.2545546859985251,8.896363178826341e-15,1.2912223398881208e-13
INPP4B,INPP4B,-0.25467145910345085,8.642123975999039e-15,1.258143182035199e-13
ADGRG6,ADGRG6,-0.25488745626682424,8.190529682491537e-15,1.1969569945017258e-13
FAM84B,FAM84B,-0.2551405806144316,7.690759000551596e-15,1.1265046612685345e-13
TLR2,TLR2,-0.25519198908688845,7.592981247598706e-15,1.1152589548914372e-13
SERPINA1,SERPINA1,-0.2554103749409392,7.191054988854534e-15,1.0573616623996494e-13
OASL,OASL,-0.2555317912694758,6.976715856560427e-15,1.027426221865582e-13
CTSZ,CTSZ,-0.2556203615065483,6.8243330475984925e-15,1.0065364676299782e-13
DOK7,DOK7,-0.2556359100395277,6.79792175713345e-15,1.003415246236339e-13
SPRR5,SPRR5,-0.2556685669898755,6.742776089503067e-15,9.96044551397613e-14
SH3TC2,SH3TC2,-0.25570924268397305,6.67470411232078e-15,9.86751501214321e-14
LIPG,LIPG,-0.25576378044841686,6.5844922592479e-15,9.749230792836841e-14
SLC35D2,SLC35D2,-0.255766402495761,6.580185403682833e-15,9.749230792836841e-14
KRTAP4-1,KRTAP4-1,-0.25579836187685406,6.527912354171542e-15,9.680453425134914e-14
MEAK7,MEAK7,-0.25583207869455393,6.473207146344412e-15,9.606782189625266e-14
DEFB1,DEFB1,-0.2558581936648097,6.431145677967287e-15,9.551775418364001e-14
SMIM6,SMIM6,-0.25590667914691334,6.353764650644689e-15,9.444184393240531e-14
CTDSPL,CTDSPL,-0.25591294998927766,6.343823676624975e-15,9.436746270714895e-14
C1RL,C1RL,-0.25600903113290585,6.193406612610322e-15,9.234552839317185e-14
SULT2B1,SULT2B1,-0.25609653405414323,6.059471574807328e-15,9.056043717939176e-14
SMAGP,SMAGP,-0.2562102113983322,5.8897163762141505e-15,8.823035151358423e-14
EPHA2,EPHA2,-0.25628316386385475,5.7832470573366005e-15,8.670334705959931e-14
TRIM16,TRIM16,-0.2564068334259084,5.607064070306295e-15,8.426024347791261e-14
SERPINF2,SERPINF2,-0.25649042023154994,5.490982480694556e-15,8.28414602355773e-14
ANXA1,ANXA1,-0.25652259392449506,5.446933405780519e-15,8.237193991415714e-14
LPAR5,LPAR5,-0.2569220108451709,4.92817436011997e-15,7.482291731032026e-14
SLCO1B7,SLCO1B7,-0.2574542934994702,4.311659282392203e-15,6.598668309281582e-14
ARRDC1,ARRDC1,-0.2574900051700847,4.273124590972336e-15,6.550182562665293e-14
MARC2,MARC2,-0.257747728005601,4.004888584828911e-15,6.153813930788154e-14
TMEM54,TMEM54,-0.2577499494682906,4.0026500102483165e-15,6.153813930788154e-14
HLA-F,HLA-F,-0.2580630441260905,3.6991413413756544e-15,5.710132220258582e-14
GNA15,GNA15,-0.2580742642927482,3.688695380911197e-15,5.700033323049113e-14
NPY4R,NPY4R,-0.25816380245709114,3.60636784390937e-15,5.5818397843180246e-14
PEX11G,PEX11G,-0.2582815521207035,3.500844819695048e-15,5.436120936512659e-14
PLS1,PLS1,-0.25828814299910974,3.4950288576112394e-15,5.4315021636779544e-14
HERC6,HERC6,-0.2583551868794928,3.4364046357373727e-15,5.344741628325458e-14
PON3,PON3,-0.25848400213655215,3.326466476358577e-15,5.1864116391186136e-14
ENTPD2,ENTPD2,-0.25861542340681437,3.217868242515224e-15,5.029399137831439e-14
SLC2A9,SLC2A9,-0.25870538036583124,3.1455505063526857e-15,4.9284588466337364e-14
IL1R2,IL1R2,-0.2590561067364865,2.878541976632533e-15,4.532399496155755e-14
CGB7,CGB7,-0.2590939468769688,2.851101645765418e-15,4.492894308228027e-14
PLA2R1,PLA2R1,-0.2591474854157624,2.8127161899735597e-15,4.439725018277836e-14
LHX5,LHX5,-0.25941747390383463,2.6267510148818848e-15,4.156485567008877e-14
CREG1,CREG1,-0.25944076019147455,2.611289907735336e-15,4.1354437934019015e-14
IGFBP6,IGFBP6,-0.25944316109566035,2.6097009059203593e-15,4.1354437934019015e-14
LEMD1,LEMD1,-0.2595788755953533,2.5214091641164717e-15,4.003051177083584e-14
LAMP3,LAMP3,-0.2596516956904803,2.4752520688172697e-15,3.9363097583562486e-14
GPRC5C,GPRC5C,-0.2598388683028816,2.3603900059676003e-15,3.7661815495885376e-14
CYP1A1,CYP1A1,-0.25993609230891446,2.302811250299912e-15,3.680454602799567e-14
POF1B,POF1B,-0.25999032243852715,2.27129693565123e-15,3.639215500835982e-14
FZD6,FZD6,-0.26013706428567984,2.1881325025430456e-15,3.5177588550134834e-14
SHROOM3,SHROOM3,-0.26018585574533704,2.1611493658564092e-15,3.477303882857345e-14
LGALS9B,LGALS9B,-0.26019697583627616,2.155045549287663e-15,3.4704040163971086e-14
MAP3K21,MAP3K21,-0.2603774577451933,2.0583165398020347e-15,3.323033839384788e-14
CAMSAP3,CAMSAP3,-0.26040000539947084,2.046536218069894e-15,3.306808098766358e-14
ERBB2,ERBB2,-0.26052156449342395,1.984158984361008e-15,3.2168955883003113e-14
ERO1A,ERO1A,-0.26061772530809935,1.936142362126512e-15,3.1443807350933116e-14
CLCF1,CLCF1,-0.26064081964331715,1.9247817420398347e-15,3.1285886903989324e-14
SAA4,SAA4,-0.2606587285872211,1.916017074615419e-15,3.1196479030045767e-14
ARHGAP27,ARHGAP27,-0.2606853839349623,1.903044522861287e-15,3.1038136565267496e-14
TSKU,TSKU,-0.2608780077254893,1.811831524352318e-15,2.9626312735666857e-14
CELSR1,CELSR1,-0.26093001804340665,1.78794922413657e-15,2.9260829982337785e-14
STPG4,STPG4,-0.26094125160348036,1.7828317457593933e-15,2.9202081251234624e-14
DIRC2,DIRC2,-0.2612165121446559,1.6618402630809704e-15,2.73609617819059e-14
FUT1,FUT1,-0.261357255546933,1.6031334396325297e-15,2.6417151464289486e-14
CDRT1,CDRT1,-0.261500670142087,1.5454108630902408e-15,2.5576215279627664e-14
MAOA,MAOA,-0.26152802236899675,1.534636345402833e-15,2.5486163112402392e-14
RAB17,RAB17,-0.26157432226738686,1.5165661098986306e-15,2.5207966252793324e-14
IL4R,IL4R,-0.2618217655896209,1.4234820953302736e-15,2.378484287783058e-14
FLNB,FLNB,-0.26194673564791154,1.3786293131649405e-15,2.307163510963122e-14
SPRR2A,SPRR2A,-0.2620688903299264,1.3361311533034543e-15,2.2384002625237096e-14
KRT6C,KRT6C,-0.2625973858131868,1.1666340342849517e-15,1.961320102494006e-14
CD164L2,CD164L2,-0.2626050970759125,1.1643245127335108e-15,1.9591604807131214e-14
AP1S3,AP1S3,-0.2627840438718785,1.1119751440845787e-15,1.8760286742433114e-14
ETV7,ETV7,-0.2627894304911359,1.1104357649251575e-15,1.8750865412141684e-14
MYO1B,MYO1B,-0.2629912064195373,1.0542579630987183e-15,1.7944916264142475e-14
TM4SF1,TM4SF1,-0.26314470442242494,1.013402509659067e-15,1.728027562188498e-14
HSBP1L1,HSBP1L1,-0.2632555907984646,9.848614412804316e-16,1.6838664087724016e-14
PLCD3,PLCD3,-0.26360544999236446,8.998948908372871e-16,1.5468966581254266e-14
TES,TES,-0.2641504497083171,7.816945884292398e-16,1.3522255255950152e-14
SCGB1A1,SCGB1A1,-0.2645905189096931,6.975148600009624e-16,1.2176252556089859e-14
SPATS2L,SPATS2L,-0.2646675839037836,6.837201534198346e-16,1.1957283378426475e-14
TYMP,TYMP,-0.26481963170325595,6.572858721332892e-16,1.1547811990650572e-14
TGFBI,TGFBI,-0.2649528303784735,6.349565352932993e-16,1.1196673590527136e-14
PLAU,PLAU,-0.26498060514480637,6.303952950282028e-16,1.1126506061370357e-14
NOXA1,NOXA1,-0.26511226765388446,6.092081592416275e-16,1.0792413312236989e-14
CITED4,CITED4,-0.2653737316215806,5.6918905988527e-16,1.0120975702052963e-14
EXOC3L4,EXOC3L4,-0.2654992925908975,5.509015163272803e-16,9.841572415510247e-15
SOX15,SOX15,-0.2656481452456857,5.299693523801341e-16,9.485359710436576e-15
ANKRD2,ANKRD2,-0.2657200663482039,5.201378948989985e-16,9.326862909000333e-15
DUOX2,DUOX2,-0.26583502351487,5.047948690942911e-16,9.068753686783248e-15
IL1RL2,IL1RL2,-0.2658534255241341,5.023804989693605e-16,9.033869461711501e-15
ITPKC,ITPKC,-0.2659887660362541,4.849692812379579e-16,8.737217540870467e-15
IL20RA,IL20RA,-0.26609361669188314,4.718898867686294e-16,8.517634736149528e-15
GBP6,GBP6,-0.2663175649531932,4.451051150142443e-16,8.070336268193403e-15
SLC22A3,SLC22A3,-0.26650917953367415,4.2337923226360395e-16,7.714865609836787e-15
PLEKHA6,PLEKHA6,-0.26725683831149805,3.481461789378039e-16,6.4050184893129175e-15
CRCT1,CRCT1,-0.2680684966973751,2.813308170567912e-16,5.210890085310624e-15
SLC2A1,SLC2A1,-0.2680753433919294,2.808247054168589e-16,5.206560857461938e-15
GRHL1,GRHL1,-0.2681561323496152,2.749199772300394e-16,5.106992579934114e-15
GBP3,GBP3,-0.26826227625599897,2.6734746899656396e-16,4.971154542674436e-15
TNFRSF12A,TNFRSF12A,-0.2692371434390386,2.0673517717888368e-16,3.912616744331051e-15
DENND1C,DENND1C,-0.26944329928389493,1.9576845377631086e-16,3.716101284939604e-15
MYZAP,MYZAP,-0.269516634207898,1.920070444168954e-16,3.651954879630802e-15
PTPRF,PTPRF,-0.26955377694859656,1.9012918926673788e-16,3.619840092463839e-15
CLDN9,CLDN9,-0.2695937536131562,1.8812825192731978e-16,3.585315588824245e-15
MAP3K9,MAP3K9,-0.26963416744644886,1.8612650218174718e-16,3.5507066758523925e-15
RASSF10,RASSF10,-0.2697951768471938,1.7835753100961244e-16,3.412716922170913e-15
SAT1,SAT1,-0.2698016516806339,1.7805187753880588e-16,3.410282203561397e-15
PLEKHA7,PLEKHA7,-0.26980648292644216,1.7782414779787071e-16,3.409336594941122e-15
SLC37A2,SLC37A2,-0.26999274528923467,1.6925955647069118e-16,3.261488328565788e-15
PARD6B,PARD6B,-0.2700433755713416,1.6700255259349216e-16,3.2244987806309117e-15
UNC93B1,UNC93B1,-0.27019624578194634,1.603661043609629e-16,3.1057731356229037e-15
C2orf15,C2orf15,-0.27061067435054276,1.4365280720615576e-16,2.80482472905584e-15
ALG1L,ALG1L,-0.2706854994125611,1.4082355003342583e-16,2.7525340831895704e-15
SDR42E1,SDR42E1,-0.2707443506500749,1.3863688780869923e-16,2.717993959449524e-15
CAMK2N1,CAMK2N1,-0.2707979598282315,1.366741066327768e-16,2.685021118484613e-15
CCDC120,CCDC120,-0.27090421421013594,1.3286432573256605e-16,2.6128617143806587e-15
ARHGAP40,ARHGAP40,-0.2709568540845486,1.3101582438824497e-16,2.58182214760959e-15
ALPG,ALPG,-0.2711046738271996,1.259592747204842e-16,2.4898774935698612e-15
UNC13D,UNC13D,-0.2715945229382965,1.10537481009649e-16,2.2009624473952504e-15
MOCOS,MOCOS,-0.27165137900766445,1.0887259827194889e-16,2.1700726965258634e-15
TMEM45B,TMEM45B,-0.2718683154042304,1.0274392249787264e-16,2.0586478810763475e-15
MYO1E,MYO1E,-0.27198119727781483,9.96905489654975e-17,2.0058787826057732e-15
CSTA,CSTA,-0.27222680812512073,9.335224491847934e-17,1.8842958412003515e-15
SPRR3,SPRR3,-0.2722506838986912,9.275768320608667e-17,1.8742739053745737e-15
TMEM61,TMEM61,-0.27234140434385107,9.053233723251083e-17,1.8351279174967596e-15
CLTRN,CLTRN,-0.27266036629408175,8.311762835491923e-17,1.6974289166712405e-15
EZR,EZR,-0.27296018633949337,7.669460490461321e-17,1.5746695733100768e-15
B4GALT1,B4GALT1,-0.27310009794577395,7.38670165917094e-17,1.5182451851080915e-15
ANXA2,ANXA2,-0.2732033100919758,7.184714827872322e-17,1.4783188798146334e-15
CYP4F3,CYP4F3,-0.2733537786660203,6.899954106906932e-17,1.4243263796277108e-15
CRYBB3,CRYBB3,-0.2742562149118912,5.411028840295279e-17,1.1291683000245007e-15
TP63,TP63,-0.2743090462763065,5.33442287767128e-17,1.1154792683911727e-15
BLCAP,BLCAP,-0.27452054844920454,5.038294341315524e-17,1.058318641035673e-15
GABRP,GABRP,-0.2755267194583064,3.8369620066186924e-17,8.231596942369955e-16
EPPK1,EPPK1,-0.27573617766484826,3.624929239860172e-17,7.802986759000809e-16
RIN2,RIN2,-0.2761892357968618,3.204988441785357e-17,6.945958510740034e-16
RAET1G,RAET1G,-0.27622363942057293,3.17513235276034e-17,6.889064122930067e-16
HES1,HES1,-0.2763172316716608,3.0952904764060624e-17,6.738778753587914e-16
ANXA9,ANXA9,-0.27633763246675164,3.0781511889809375e-17,6.709106040749215e-16
IL17RE,IL17RE,-0.27640446915574723,3.0226519021884496e-17,6.603198984037967e-16
TNKS1BP1,TNKS1BP1,-0.2764125647975592,3.015996790905344e-17,6.59619893113909e-16
CERS3,CERS3,-0.27643990668029184,2.993626594359356e-17,6.568123315049521e-16
CYP4F12,CYP4F12,-0.2765729955094201,2.887050224540624e-17,6.365163211314189e-16
TJP3,TJP3,-0.2766041672247548,2.862633442718368e-17,6.318618736438984e-16
PITPNM3,PITPNM3,-0.2767630444990917,2.7413102314851237e-17,6.071859220722843e-16
CA2,CA2,-0.27685183314147743,2.6757295819945094e-17,5.933476909492465e-16
WFDC5,WFDC5,-0.27726921269175997,2.3875751846406116e-17,5.3440866105861e-16
OAS1,OAS1,-0.2774584697115724,2.2672032898552184e-17,5.098540104186177e-16
PLEKHN1,PLEKHN1,-0.27762804510746236,2.1644393614616927e-17,4.873175311465283e-16
RNF39,RNF39,-0.2777567944178432,2.0894935126834262e-17,4.726706330762567e-16
ARAP2,ARAP2,-0.2779772202300649,1.967072134522321e-17,4.465627535795031e-16
LYPD5,LYPD5,-0.27811603640059,1.893630509433603e-17,4.309136569978967e-16
TMEM105,TMEM105,-0.27837694799212354,1.762828920465291e-17,4.0162663664712796e-16
GRAMD2A,GRAMD2A,-0.2785416452305336,1.684887741688435e-17,3.852467605547181e-16
AQP3,AQP3,-0.2787150379261778,1.606499390433328e-17,3.6776330357045583e-16
PLSCR1,PLSCR1,-0.27912374617775915,1.4356630630827368e-17,3.310337690087637e-16
CTNND1,CTNND1,-0.2792772365633033,1.3762395995389495e-17,3.1809939474228564e-16
EPB41L1,EPB41L1,-0.2795034225626647,1.2930629721870439e-17,2.9959877228309505e-16
MUC1,MUC1,-0.2797479933885543,1.2086942579124015e-17,2.817584236584824e-16
TMEM238,TMEM238,-0.28027174475796623,1.0458386664116164e-17,2.4529087249641776e-16
ADGRG1,ADGRG1,-0.28045929177104106,9.929463485241678e-18,2.340341486071451e-16
FAM83E,FAM83E,-0.28052302647259675,9.755788702721103e-18,2.303192918987975e-16
S100A10,S100A10,-0.28067094002514326,9.364179447684701e-18,2.223556399285628e-16
NUP62CL,NUP62CL,-0.28105014054156124,8.429587119673115e-18,2.0141444724068948e-16
CXCL1,CXCL1,-0.2814715216289191,7.498608212008073e-18,1.8075144511038372e-16
B3GALT4,B3GALT4,-0.2815686099657745,7.298906719327224e-18,1.7638255618197204e-16
JAG1,JAG1,-0.2816030432174851,7.229347259881396e-18,1.749227504716872e-16
RARRES3,RARRES3,-0.28169149369042845,7.053646303020734e-18,1.708877681650714e-16
IL36G,IL36G,-0.28208218804293683,6.32658245146312e-18,1.5464529866971552e-16
S100A8,S100A8,-0.2823023577987369,5.94993450313042e-18,1.4618637278578146e-16
RHPN2,RHPN2,-0.28234643953291416,5.877222550393347e-18,1.4458572593406543e-16
AGRN,AGRN,-0.2824256852771765,5.7487036929878354e-18,1.417889949567258e-16
MROH6,MROH6,-0.28259075469513617,5.4898253199348676e-18,1.3628313115656492e-16
ANXA4,ANXA4,-0.2827909920475228,5.191175398687144e-18,1.2920484081498016e-16
SQOR,SQOR,-0.2829442884537019,4.973411738670615e-18,1.2427028154861281e-16
SFTA2,SFTA2,-0.2831596419542105,4.6826251164296336e-18,1.171575642677388e-16
VNN1,VNN1,-0.28327891799003485,4.528848069230935e-18,1.1345862495851812e-16
CGN,CGN,-0.2833270390362033,4.468226558410712e-18,1.1208681189504037e-16
AHR,AHR,-0.2834941129065617,4.263895033039435e-18,1.0710164724907858e-16
CCDC68,CCDC68,-0.28366005346412687,4.070072003377517e-18,1.0236766624284371e-16
PLEKHG3,PLEKHG3,-0.2837311329271366,3.9897301230315345e-18,1.0074463844352416e-16
SPRR1A,SPRR1A,-0.2838747290497955,3.832160554569078e-18,9.727987915084719e-17
ARHGEF37,ARHGEF37,-0.28444084197761077,3.268535982437718e-18,8.363864163895179e-17
ABO,ABO,-0.2845778824833687,3.144883514714911e-18,8.069053474332286e-17
HAS3,HAS3,-0.28464945648674045,3.0821466629827217e-18,7.918714175122947e-17
LRRC8E,LRRC8E,-0.28489070739199573,2.8796334087094545e-18,7.428366073884105e-17
GPX2,GPX2,-0.2855615900952273,2.382901089818409e-18,6.239610182449163e-17
SP6,SP6,-0.28565158676996905,2.3230471875803735e-18,6.091227296378443e-17
GJB6,GJB6,-0.2858565349330302,2.1922175235001722e-18,5.771933603540743e-17
MT-ND3,MT-ND3,-0.28588728819269993,2.1732232184304475e-18,5.72981542348938e-17
CCL20,CCL20,-0.28600657184757283,2.101072204689915e-18,5.570318334625204e-17
PLA2G4E,PLA2G4E,-0.28603440842564193,2.0845775417299514e-18,5.5342638486344476e-17
IFIT2,IFIT2,-0.2861089472106966,2.041035259227894e-18,5.42620152714064e-17
KLK9,KLK9,-0.28680975304666284,1.673106139676726e-18,4.5299467223683597e-17
TUFT1,TUFT1,-0.28713027778584543,1.5274227277704535e-18,4.165005055824853e-17
TJP2,TJP2,-0.28737751491000146,1.423660629637562e-18,3.8987497042295126e-17
FAM83F,FAM83F,-0.28783441089896344,1.2498699028849188e-18,3.4524946811626047e-17
RNF149,RNF149,-0.2881745727689724,1.1342317426424461e-18,3.1604722683105474e-17
SGMS2,SGMS2,-0.2883670645558146,1.0735368744625383e-18,3.000096104583541e-17
DDX60,DDX60,-0.288558363130296,1.0163936017970985e-18,2.861320132305086e-17
THRB,THRB,-0.28858884132133733,1.0075706867896634e-18,2.840665734215991e-17
TLCD1,TLCD1,-0.2887425106526335,9.642234078656214e-19,2.7305378431631636e-17
PPARG,PPARG,-0.28898123572928036,9.00504433544944e-19,2.5567163896620496e-17
CD9,CD9,-0.2892227077809657,8.402789679492295e-19,2.3901685226710596e-17
AJUBA,AJUBA,-0.289244648002704,8.350078878524822e-19,2.378714720760089e-17
IL32,IL32,-0.2892896786381709,8.24291318108768e-19,2.351690827708821e-17
SOWAHC,SOWAHC,-0.2896211653385463,7.494686434826009e-19,2.1542997173187845e-17
STARD10,STARD10,-0.28971908091884446,7.286779144450278e-19,2.0976925202736004e-17
KIAA1671,KIAA1671,-0.2899702279550749,6.779157490032361e-19,1.957456124198921e-17
COX6B2,COX6B2,-0.29038157622035976,6.022045440866938e-19,1.744112100032902e-17
IVL,IVL,-0.29062610058480887,5.612167224739699e-19,1.6328246042754845e-17
C3orf52,C3orf52,-0.2907658215937021,5.390446042194855e-19,1.5731049785733537e-17
S100A11,S100A11,-0.2907847920512478,5.361016050620672e-19,1.566908590330492e-17
IL15RA,IL15RA,-0.2911398841598568,4.838488072911389e-19,1.4185229986763988e-17
HCAR3,HCAR3,-0.2911857911041922,4.774712118583907e-19,1.4060465382200055e-17
IL20RB,IL20RB,-0.2911900716270302,4.768807854831203e-19,1.4060465382200055e-17
LRRC1,LRRC1,-0.2912958704089248,4.625142930319995e-19,1.370691583148321e-17
BARX2,BARX2,-0.2914071932702019,4.478584897124065e-19,1.3355405664356708e-17
SULT1A4,SULT1A4,-0.2914191126644494,4.463166951624291e-19,1.3330224418796615e-17
ITGA6,ITGA6,-0.2918646694828698,3.9229036259171875e-19,1.1771790079969708e-17
CD24,CD24,-0.291933291593066,3.845639208312853e-19,1.1558080733789338e-17
PTPRK,PTPRK,-0.2919489210793314,3.828252288987656e-19,1.1523943701417171e-17
PGLYRP4,PGLYRP4,-0.29240574790281326,3.352934995337964e-19,1.01732305453786e-17
ACTR3C,ACTR3C,-0.29240797473149804,3.3507669467204103e-19,1.01732305453786e-17
DTX4,DTX4,-0.29253874031214466,3.225848666819214e-19,9.850175282148449e-18
CYSRT1,CYSRT1,-0.29274318159708346,3.039695194011698e-19,9.311502184861155e-18
PLA2G16,PLA2G16,-0.29295397838070847,2.8588517821374495e-19,8.828263621253207e-18
CD46,CD46,-0.2932532143057903,2.620226745081044e-19,8.14400556621531e-18
PFKFB2,PFKFB2,-0.29331542598322846,2.573140924856389e-19,8.035616915640079e-18
CTSV,CTSV,-0.2934737888415933,2.4570151244346646e-19,7.699318705503051e-18
PLLP,PLLP,-0.2936581401765579,2.3283320839746584e-19,7.3080571075822e-18
OCLN,OCLN,-0.29403034806428957,2.08844392328646e-19,6.615038861340249e-18
THBD,THBD,-0.2942235686754124,1.9737011650818035e-19,6.2669929851393144e-18
SH2D4A,SH2D4A,-0.29444502055385724,1.8498271470229758e-19,5.893240985890697e-18
FAT2,FAT2,-0.2945947580832962,1.7704473113386684e-19,5.673837746633057e-18
PDLIM1,PDLIM1,-0.2946105035246681,1.7622980870474388e-19,5.661567719985175e-18
CORO2A,CORO2A,-0.294756967224088,1.6882455269803664e-19,5.451150886525288e-18
CXCL2,CXCL2,-0.2949539628652637,1.593464732258014e-19,5.162555653747786e-18
KRT23,KRT23,-0.29502758028607107,1.5594092525679234e-19,5.060799297595222e-18
TNFSF15,TNFSF15,-0.29505169340572324,1.5484113940366814e-19,5.0336537069746876e-18
AFAP1L2,AFAP1L2,-0.2951894628323879,1.4870274627188478e-19,4.84233900338514e-18
ZNF488,ZNF488,-0.29549744324250304,1.3583538787856e-19,4.4536765682653075e-18
RHCG,RHCG,-0.29572594140935815,1.2700472709754717e-19,4.1784773811869435e-18
ZMYND15,ZMYND15,-0.29604955064809485,1.1545967191170592e-19,3.811764470798374e-18
GSTO2,GSTO2,-0.2960906531190474,1.140694994392361e-19,3.772384916576121e-18
EXPH5,EXPH5,-0.2963086693746241,1.0696728057370212e-19,3.555964466376202e-18
RASEF,RASEF,-0.29654553713396126,9.974498785564897e-20,3.3274440538581677e-18
ALDH3B1,ALDH3B1,-0.29659861657445075,9.81937580333915e-20,3.281422525888599e-18
SLC16A5,SLC16A5,-0.2966360307465122,9.711466712535721e-20,3.2510452926465903e-18
CYB561,CYB561,-0.29681443500235916,9.212796239360006e-20,3.0949490354194467e-18
ILDR1,ILDR1,-0.2970615673428255,8.563516180761576e-20,2.8818945738601676e-18
FAM25G,FAM25G,-0.29726003529745987,8.074960400383174e-20,2.731909169085387e-18
FAM25C,FAM25C,-0.2973643516064253,7.829305650059405e-20,2.6534960549802395e-18
FAM160A1,FAM160A1,-0.2973676243264261,7.821719220976757e-20,2.6534960549802395e-18
CARD10,CARD10,-0.29777401305963846,6.933927945051641e-20,2.3710560406021843e-18
FAAH2,FAAH2,-0.29805229533930133,6.384133785544269e-20,2.1948330451560916e-18
ADRB2,ADRB2,-0.2981137467055651,6.26865133686975e-20,2.159013879356131e-18
LGALS3,LGALS3,-0.2982030184854666,6.104550872774377e-20,2.1062904320050943e-18
DAPP1,DAPP1,-0.2982628478147956,5.996951890756079e-20,2.072906607446699e-18
IER3,IER3,-0.2983293611289038,5.879528095187124e-20,2.035999629338802e-18
TSTD1,TSTD1,-0.2986596329209651,5.3292372518709423e-20,1.8555258664756478e-18
EPB41L4B,EPB41L4B,-0.29889728059766074,4.9650336441355416e-20,1.744606950508288e-18
